"week","county_fips","dose1_pct","fully_vacc_pct","Metro_status","conservative_pct","pop_density","temp","postal","cases_pcap"
"2020-03-23","48323",0,0,0,0.453147399973935,17.4934183947971,71.6,"4109",1.72503018802829e-05
"2020-03-30","48323",0,0,0,0.453147399973935,17.4934183947971,71.6,"4109",0.000103501811281697
"2020-04-06","48323",0,0,0,0.453147399973935,17.4934183947971,72.4,"4109",3.45006037605658e-05
"2020-04-13","48323",0,0,0,0.453147399973935,17.4934183947971,72.4,"4109",5.17509056408487e-05
"2020-04-20","48323",0,0,0,0.453147399973935,17.4934183947971,72.4,"4109",6.90012075211316e-05
"2020-04-27","48323",0,0,0,0.453147399973935,17.4934183947971,72.4,"4109",0.000138002415042263
"2020-05-04","48323",0,0,0,0.453147399973935,17.4934183947971,81.2,"4109",3.45006037605658e-05
"2020-05-11","48323",0,0,0,0.453147399973935,17.4934183947971,81.2,"4109",0.000828014490253579
"2020-05-18","48323",0,0,0,0.453147399973935,17.4934183947971,81.2,"4109",0.000396756943246507
"2020-05-25","48323",0,0,0,0.453147399973935,17.4934183947971,81.2,"4109",0.000327755735725375
"2020-06-01","48323",0,0,0,0.453147399973935,17.4934183947971,85.1,"4109",0.000293255131964809
"2020-06-08","48323",0,0,0,0.453147399973935,17.4934183947971,85.1,"4109",0.000465758150767638
"2020-06-15","48323",0,0,0,0.453147399973935,17.4934183947971,85.1,"4109",0.000931516301535277
"2020-06-22","48323",0,0,0,0.453147399973935,17.4934183947971,85.1,"4109",0.00167327928238744
"2020-06-29","48323",0,0,0,0.453147399973935,17.4934183947971,85.1,"4109",0.00358806279109884
"2020-07-06","48323",0,0,0,0.453147399973935,17.4934183947971,89.8,"4109",0.00443332758323271
"2020-07-13","48323",0,0,0,0.453147399973935,17.4934183947971,89.8,"4109",0.00677936863895118
"2020-07-20","48323",0,0,0,0.453147399973935,17.4934183947971,89.8,"4109",0.00381231671554252
"2020-07-27","48323",0,0,0,0.453147399973935,17.4934183947971,89.8,"4109",0.0079696394686907
"2020-08-03","48323",0,0,0,0.453147399973935,17.4934183947971,89.1,"4109",0.00809039158185268
"2020-08-10","48323",0,0,0,0.453147399973935,17.4934183947971,89.1,"4109",0.0047438330170778
"2020-08-17","48323",0,0,0,0.453147399973935,17.4934183947971,89.1,"4109",0.00898740727962739
"2020-08-24","48323",0,0,0,0.453147399973935,17.4934183947971,89.1,"4109",0.00243229256511989
"2020-08-31","48323",0,0,0,0.453147399973935,17.4934183947971,89.1,"4109",0.00132827324478178
"2020-09-07","48323",0,0,0,0.453147399973935,17.4934183947971,79.3,"4109",0.00345006037605658
"2020-09-14","48323",0,0,0,0.453147399973935,17.4934183947971,79.3,"4109",0
"2020-09-21","48323",0,0,0,0.453147399973935,17.4934183947971,79.3,"4109",0.00305330343281007
"2020-09-28","48323",0,0,0,0.453147399973935,17.4934183947971,79.3,"4109",0
"2020-10-05","48323",0,0,0,0.453147399973935,17.4934183947971,73.5,"4109",0.00217353803691565
"2020-10-12","48323",0,0,0,0.453147399973935,17.4934183947971,73.5,"4109",0
"2020-10-19","48323",0,0,0,0.453147399973935,17.4934183947971,73.5,"4109",0.00593410384681732
"2020-10-26","48323",0,0,0,0.453147399973935,17.4934183947971,73.5,"4109",0.00241504226323961
