"week","county_fips","is_metro","dose1_pct","fully_vacc_pct","conservative_pct","pop_density","temp","cases_pcap"
"2020-12-07","22123",0,0,0,0.856888361045131,12.0024223250088,47.1,0.00447227191413238
"2020-12-14","22123",0,0,0,0.856888361045131,12.0024223250088,47.1,0.00393559928443649
"2020-12-21","22123",0,0,0,0.856888361045131,12.0024223250088,47.1,0.00268336314847943
"2020-12-28","22123",0,0,0,0.856888361045131,12.0024223250088,47.1,0.00787119856887299
"2021-01-04","22123",0,0,0,0.856888361045131,12.0024223250088,46.4,0.00715563506261181
"2021-01-11","22123",0,8.6,0.8,0.856888361045131,12.0024223250088,46.4,0.00429338103756708
"2021-01-18","22123",0,10.9,0.9,0.856888361045131,12.0024223250088,46.4,0.00313059033989267
"2021-01-25","22123",0,16.4,1.8,0.856888361045131,12.0024223250088,46.4,0.00116279069767442
"2021-02-01","22123",0,18.1,6.6,0.856888361045131,12.0024223250088,45.7,0.00116279069767442
"2021-02-08","22123",0,19.4,8.7,0.856888361045131,12.0024223250088,45.7,0.0016994633273703
"2021-02-15","22123",0,19.5,9.7,0.856888361045131,12.0024223250088,45.7,0.00035778175313059
"2021-02-22","22123",0,20.1,15.7,0.856888361045131,12.0024223250088,45.7,0.000715563506261181
"2021-03-01","22123",0,21.4,16.6,0.856888361045131,12.0024223250088,59.2,0.00035778175313059
"2021-03-08","22123",0,23.4,18.9,0.856888361045131,12.0024223250088,59.2,-8.94454382826476e-05
"2021-03-15","22123",0,25.1,19.5,0.856888361045131,12.0024223250088,59.2,0
"2021-03-22","22123",0,26,20.6,0.856888361045131,12.0024223250088,59.2,0.00035778175313059
"2021-03-29","22123",0,26.9,22,0.856888361045131,12.0024223250088,59.2,-8.94454382826476e-05
"2021-04-05","22123",0,27.8,22.8,0.856888361045131,12.0024223250088,61.9,8.94454382826476e-05
"2021-04-12","22123",0,28.3,24.3,0.856888361045131,12.0024223250088,61.9,-8.94454382826476e-05
"2021-04-19","22123",0,28.6,25.4,0.856888361045131,12.0024223250088,61.9,8.94454382826476e-05
"2021-04-26","22123",0,28.7,25.7,0.856888361045131,12.0024223250088,61.9,0.000447227191413238
"2021-05-03","22123",0,29.3,26.6,0.856888361045131,12.0024223250088,69.3,0.000178890876565295
"2021-05-10","22123",0,29.6,27.1,0.856888361045131,12.0024223250088,69.3,0.000447227191413238
"2021-05-17","22123",0,30,27.4,0.856888361045131,12.0024223250088,69.3,0
"2021-05-24","22123",0,30.4,27.8,0.856888361045131,12.0024223250088,69.3,8.94454382826476e-05
"2021-05-31","22123",0,30.8,28.2,0.856888361045131,12.0024223250088,69.3,0.000268336314847943
"2021-06-07","22123",0,31,28.4,0.856888361045131,12.0024223250088,77.8,0
"2021-06-14","22123",0,31.3,28.7,0.856888361045131,12.0024223250088,77.8,0.00035778175313059
"2021-06-21","22123",0,31.5,29,0.856888361045131,12.0024223250088,77.8,0.000268336314847943
"2021-06-28","22123",0,31.8,29.2,0.856888361045131,12.0024223250088,77.8,0.000178890876565295
"2021-07-05","22123",0,32.2,29.5,0.856888361045131,12.0024223250088,79.9,0.000894454382826476
"2021-07-12","22123",0,32.7,29.7,0.856888361045131,12.0024223250088,79.9,0.000447227191413238
"2021-07-19","22123",0,33.4,30,0.856888361045131,12.0024223250088,79.9,0.00134168157423971
"2021-07-26","22123",0,34.4,30.3,0.856888361045131,12.0024223250088,79.9,0.00456171735241503
"2021-08-02","22123",0,35.7,30.8,0.856888361045131,12.0024223250088,80,0.0037567084078712
"2021-08-09","22123",0,36.8,31.2,0.856888361045131,12.0024223250088,80,0.00581395348837209
"2021-08-16","22123",0,37.9,32,0.856888361045131,12.0024223250088,80,0.00626118067978533
"2021-08-23","22123",0,38.7,33,0.856888361045131,12.0024223250088,80,0.0116279069767442
"2021-08-30","22123",0,39.3,33.7,0.856888361045131,12.0024223250088,80,0.00903398926654741
"2021-09-06","22123",0,39.7,34.7,0.856888361045131,12.0024223250088,74,0.00706618962432916
"2021-09-13","22123",0,40.2,35.4,0.856888361045131,12.0024223250088,74,0.00411449016100179
"2021-09-20","22123",0,40.4,36,0.856888361045131,12.0024223250088,74,0.00411449016100179
"2021-09-27","22123",0,40.7,36.4,0.856888361045131,12.0024223250088,74,0.00313059033989267
"2021-10-04","22123",0,41,36.7,0.856888361045131,12.0024223250088,67.7,0.00205724508050089
"2021-10-11","22123",0,41.2,37.1,0.856888361045131,12.0024223250088,67.7,0.00268336314847943
"2021-10-18","22123",0,41.7,37.4,0.856888361045131,12.0024223250088,67.7,0.00268336314847943
"2021-10-25","22123",0,41.8,37.6,0.856888361045131,12.0024223250088,67.7,0.00143112701252236
"2021-11-01","22123",0,42,37.7,0.856888361045131,12.0024223250088,52.7,0.00178890876565295
"2021-11-08","22123",0,42.2,37.8,0.856888361045131,12.0024223250088,52.7,0.00304114490161002
"2021-11-15","22123",0,42.4,38,0.856888361045131,12.0024223250088,52.7,0.00259391771019678
"2021-11-22","22123",0,42.6,38.1,0.856888361045131,12.0024223250088,52.7,0.00214669051878354
"2021-11-29","22123",0,43,38.4,0.856888361045131,12.0024223250088,52.7,0.00429338103756708
"2021-12-06","22123",0,43.2,38.6,0.856888361045131,12.0024223250088,58.8,0.00384615384615385
"2021-12-13","22123",0,43.5,38.9,0.856888361045131,12.0024223250088,58.8,0.0018783542039356
"2021-12-20","22123",0,43.7,39,0.856888361045131,12.0024223250088,58.8,0.000447227191413238
"2021-12-27","22123",0,43.9,39.1,0.856888361045131,12.0024223250088,58.8,0.00295169946332737
"2022-01-03","22123",0,44,39.4,0.856888361045131,12.0024223250088,45.1,0.00822898032200358
"2022-01-10","22123",0,44.2,39.5,0.856888361045131,12.0024223250088,45.1,0.015474060822898
"2022-01-17","22123",0,44.5,39.7,0.856888361045131,12.0024223250088,45.1,0.0283542039355993
"2022-01-24","22123",0,44.7,39.8,0.856888361045131,12.0024223250088,45.1,0.0387298747763864
"2022-01-31","22123",0,44.8,39.9,0.856888361045131,12.0024223250088,45.1,0.0156529516994633
"2022-02-07","22123",0,44.9,40,0.856888361045131,12.0024223250088,48.4,0.00617173524150268
"2022-02-14","22123",0,44.9,40.1,0.856888361045131,12.0024223250088,48.4,0.00465116279069767
