"week","county_fips","dose1_pct","fully_vacc_pct","Metro_status","conservative_pct","pop_density","temp","postal","cases_pcap"
"2020-03-23","38025",0,0,0,0.851154833190761,0.843341808549415,32.4,"3204",0.000227946204695692
"2020-03-30","38025",0,0,0,0.851154833190761,0.843341808549415,32.4,"3204",0
"2020-04-06","38025",0,0,0,0.851154833190761,0.843341808549415,38.8,"3204",0.000227946204695692
"2020-04-13","38025",0,0,0,0.851154833190761,0.843341808549415,38.8,"3204",0.00159562343286984
"2020-04-20","38025",0,0,0,0.851154833190761,0.843341808549415,38.8,"3204",0.000227946204695692
"2020-04-27","38025",0,0,0,0.851154833190761,0.843341808549415,38.8,"3204",0.000227946204695692
"2020-05-04","38025",0,0,0,0.851154833190761,0.843341808549415,52.1,"3204",0
"2020-05-11","38025",0,0,0,0.851154833190761,0.843341808549415,52.1,"3204",0.000227946204695692
"2020-05-18","38025",0,0,0,0.851154833190761,0.843341808549415,52.1,"3204",0
"2020-05-25","38025",0,0,0,0.851154833190761,0.843341808549415,52.1,"3204",0
"2020-06-01","38025",0,0,0,0.851154833190761,0.843341808549415,65.9,"3204",-0.000227946204695692
"2020-06-08","38025",0,0,0,0.851154833190761,0.843341808549415,65.9,"3204",0
"2020-06-15","38025",0,0,0,0.851154833190761,0.843341808549415,65.9,"3204",0.000227946204695692
"2020-06-22","38025",0,0,0,0.851154833190761,0.843341808549415,65.9,"3204",0.000227946204695692
"2020-06-29","38025",0,0,0,0.851154833190761,0.843341808549415,65.9,"3204",0.000455892409391384
"2020-07-06","38025",0,0,0,0.851154833190761,0.843341808549415,68.9,"3204",0.00182356963756553
"2020-07-13","38025",0,0,0,0.851154833190761,0.843341808549415,68.9,"3204",0.000911784818782767
"2020-07-20","38025",0,0,0,0.851154833190761,0.843341808549415,68.9,"3204",0
"2020-07-27","38025",0,0,0,0.851154833190761,0.843341808549415,68.9,"3204",0.000455892409391384
"2020-08-03","38025",0,0,0,0.851154833190761,0.843341808549415,70.3,"3204",0.000227946204695692
"2020-08-10","38025",0,0,0,0.851154833190761,0.843341808549415,70.3,"3204",0.000455892409391384
"2020-08-17","38025",0,0,0,0.851154833190761,0.843341808549415,70.3,"3204",0.00159562343286984
"2020-08-24","38025",0,0,0,0.851154833190761,0.843341808549415,70.3,"3204",0.00227946204695692
"2020-08-31","38025",0,0,0,0.851154833190761,0.843341808549415,70.3,"3204",0.000683838614087075
"2020-09-07","38025",0,0,0,0.851154833190761,0.843341808549415,57.4,"3204",0.00136767722817415
"2020-09-14","38025",0,0,0,0.851154833190761,0.843341808549415,57.4,"3204",0.00410303168452245
"2020-09-21","38025",0,0,0,0.851154833190761,0.843341808549415,57.4,"3204",0.00661043993617506
"2020-09-28","38025",0,0,0,0.851154833190761,0.843341808549415,57.4,"3204",0.0054707089126966
"2020-10-05","38025",0,0,0,0.851154833190761,0.843341808549415,38.2,"3204",0.00615454752678368
