"week","county_fips","dose1_pct","fully_vacc_pct","Metro_status","conservative_pct","pop_density","temp","cases_pcap","next_cases_pcap"
"2020-03-23","28091",0,0,0,0.683008951301634,17.9403085798852,68,0.000158717562098246,0.000119038171573685
"2020-03-30","28091",0,0,0,0.683008951301634,17.9403085798852,68,0.000119038171573685,0.000555511467343862
"2020-04-06","28091",0,0,0,0.683008951301634,17.9403085798852,66.6,0.000555511467343862,0.000872946591540354
"2020-04-13","28091",0,0,0,0.683008951301634,17.9403085798852,66.6,0.000872946591540354,0.000595190857868423
"2020-04-20","28091",0,0,0,0.683008951301634,17.9403085798852,66.6,0.000595190857868423,0.000674549638917546
"2020-04-27","28091",0,0,0,0.683008951301634,17.9403085798852,66.6,0.000674549638917546,0.000317435124196492
"2020-05-04","28091",0,0,0,0.683008951301634,17.9403085798852,72.6,0.000317435124196492,0.000238076343147369
"2020-05-11","28091",0,0,0,0.683008951301634,17.9403085798852,72.6,0.000238076343147369,0.000753908419966669
"2020-05-18","28091",0,0,0,0.683008951301634,17.9403085798852,72.6,0.000753908419966669,0.000277755733671931
"2020-05-25","28091",0,0,0,0.683008951301634,17.9403085798852,72.6,0.000277755733671931,0.000158717562098246
"2020-06-01","28091",0,0,0,0.683008951301634,17.9403085798852,79.1,0.000158717562098246,0.000872946591540354
"2020-06-08","28091",0,0,0,0.683008951301634,17.9403085798852,79.1,0.000872946591540354,0.000872946591540354
"2020-06-15","28091",0,0,0,0.683008951301634,17.9403085798852,79.1,0.000872946591540354,0.0025791603840965
"2020-06-22","28091",0,0,0,0.683008951301634,17.9403085798852,79.1,0.0025791603840965,0.00210300769780176
"2020-06-29","28091",0,0,0,0.683008951301634,17.9403085798852,79.1,0.00210300769780176,0.00253948099357194
"2020-07-06","28091",0,0,0,0.683008951301634,17.9403085798852,82.2,0.00253948099357194,0.00210300769780176
"2020-07-13","28091",0,0,0,0.683008951301634,17.9403085798852,82.2,0.00210300769780176,0.0041266566145544
"2020-07-20","28091",0,0,0,0.683008951301634,17.9403085798852,82.2,0.0041266566145544,0.00384890088088247
"2020-07-27","28091",0,0,0,0.683008951301634,17.9403085798852,82.2,0.00384890088088247,0.0030949924609158
"2020-08-03","28091",0,0,0,0.683008951301634,17.9403085798852,81.3,0.0030949924609158,0.00123006110626141
"2020-08-10","28091",0,0,0,0.683008951301634,17.9403085798852,81.3,0.00123006110626141,0.00190461074517895
