"week","county_fips","dose1_pct","fully_vacc_pct","Metro_status","conservative_pct","pop_density","temp","cases_pcap","next_cases_pcap"
"2020-03-16","19157",0,0,0,0.568343195266272,12.2809725834815,42,5.37489922063961e-05,0.000214995968825585
"2020-03-23","19157",0,0,0,0.568343195266272,12.2809725834815,42,0.000214995968825585,5.37489922063961e-05
"2020-03-30","19157",0,0,0,0.568343195266272,12.2809725834815,42,5.37489922063961e-05,0
"2020-04-06","19157",0,0,0,0.568343195266272,12.2809725834815,47.5,0,0.000214995968825585
"2020-04-13","19157",0,0,0,0.568343195266272,12.2809725834815,47.5,0.000214995968825585,0.00214995968825585
"2020-04-20","19157",0,0,0,0.568343195266272,12.2809725834815,47.5,0.00214995968825585,0.00096748185971513
"2020-04-27","19157",0,0,0,0.568343195266272,12.2809725834815,47.5,0.00096748185971513,0.000591238914270357
"2020-05-04","19157",0,0,0,0.568343195266272,12.2809725834815,57.6,0.000591238914270357,0.000376242945444773
"2020-05-11","19157",0,0,0,0.568343195266272,12.2809725834815,57.6,0.000376242945444773,0.000161246976619188
"2020-05-18","19157",0,0,0,0.568343195266272,12.2809725834815,57.6,0.000161246976619188,5.37489922063961e-05
"2020-05-25","19157",0,0,0,0.568343195266272,12.2809725834815,57.6,5.37489922063961e-05,0.000161246976619188
"2020-06-01","19157",0,0,0,0.568343195266272,12.2809725834815,72.4,0.000161246976619188,0.000107497984412792
"2020-06-08","19157",0,0,0,0.568343195266272,12.2809725834815,72.4,0.000107497984412792,5.37489922063961e-05
"2020-06-15","19157",0,0,0,0.568343195266272,12.2809725834815,72.4,5.37489922063961e-05,0.000429991937651169
"2020-06-22","19157",0,0,0,0.568343195266272,12.2809725834815,72.4,0.000429991937651169,5.37489922063961e-05
"2020-06-29","19157",0,0,0,0.568343195266272,12.2809725834815,72.4,5.37489922063961e-05,0.000429991937651169
"2020-07-06","19157",0,0,0,0.568343195266272,12.2809725834815,75.9,0.000429991937651169,0.000107497984412792
"2020-07-13","19157",0,0,0,0.568343195266272,12.2809725834815,75.9,0.000107497984412792,0.000429991937651169
"2020-07-20","19157",0,0,0,0.568343195266272,12.2809725834815,75.9,0.000429991937651169,0.00123622682074711
