"week","county_fips","dose1_pct","fully_vacc_pct","Metro_status","conservative_pct","pop_density","temp","postal","cases_pcap"
"2020-03-16","12009",0,0,1,0.585038972846515,219.376463402181,72.1,"0804",1.21357540117335e-05
"2020-03-23","12009",0,0,1,0.585038972846515,219.376463402181,72.1,"0804",3.98746203242673e-05
"2020-03-30","12009",0,0,1,0.585038972846515,219.376463402181,72.1,"0804",8.49502780821348e-05
"2020-04-06","12009",0,0,1,0.585038972846515,219.376463402181,74.3,"0804",9.36186738048016e-05
"2020-04-13","12009",0,0,1,0.585038972846515,219.376463402181,74.3,"0804",0.000142161689851736
"2020-04-20","12009",0,0,1,0.585038972846515,219.376463402181,74.3,"0804",6.41461283477344e-05
"2020-04-27","12009",0,0,1,0.585038972846515,219.376463402181,74.3,"0804",9.70860320938683e-05
"2020-05-04","12009",0,0,1,0.585038972846515,219.376463402181,76.2,"0804",3.46735828906673e-05
"2020-05-11","12009",0,0,1,0.585038972846515,219.376463402181,76.2,"0804",6.41461283477344e-05
"2020-05-18","12009",0,0,1,0.585038972846515,219.376463402181,76.2,"0804",5.02766951914675e-05
"2020-05-25","12009",0,0,1,0.585038972846515,219.376463402181,76.2,"0804",4.85430160469342e-05
"2020-06-01","12009",0,0,1,0.585038972846515,219.376463402181,80.7,"0804",6.06787700586677e-05
"2020-06-08","12009",0,0,1,0.585038972846515,219.376463402181,80.7,"0804",0.000152563764718936
"2020-06-15","12009",0,0,1,0.585038972846515,219.376463402181,80.7,"0804",0.000528772139082676
"2020-06-22","12009",0,0,1,0.585038972846515,219.376463402181,80.7,"0804",0.00135400341188056
"2020-06-29","12009",0,0,1,0.585038972846515,219.376463402181,80.7,"0804",0.00154297443863469
"2020-07-06","12009",0,0,1,0.585038972846515,219.376463402181,83.2,"0804",0.00147015991456429
"2020-07-13","12009",0,0,1,0.585038972846515,219.376463402181,83.2,"0804",0.00147882831028696
"2020-07-20","12009",0,0,1,0.585038972846515,219.376463402181,83.2,"0804",0.00128985728353282
"2020-07-27","12009",0,0,1,0.585038972846515,219.376463402181,83.2,"0804",0.00107661474875522
"2020-08-03","12009",0,0,1,0.585038972846515,219.376463402181,83.5,"0804",0.000826964951942414
"2020-08-10","12009",0,0,1,0.585038972846515,219.376463402181,83.5,"0804",0.000774954577606413
"2020-08-17","12009",0,0,1,0.585038972846515,219.376463402181,83.5,"0804",0.000695205336957879
"2020-08-24","12009",0,0,1,0.585038972846515,219.376463402181,83.5,"0804",0.000501033272770142
"2020-08-31","12009",0,0,1,0.585038972846515,219.376463402181,83.5,"0804",0.000748949390438413
"2020-09-07","12009",0,0,1,0.585038972846515,219.376463402181,82.1,"0804",0.00056691308026241
"2020-09-14","12009",0,0,1,0.585038972846515,219.376463402181,82.1,"0804",0.000754150427872013
"2020-09-21","12009",0,0,1,0.585038972846515,219.376463402181,82.1,"0804",0.00077322089846188
"2020-09-28","12009",0,0,1,0.585038972846515,219.376463402181,82.1,"0804",0.000922317304891749
"2020-10-05","12009",0,0,1,0.585038972846515,219.376463402181,79.1,"0804",0.000936186738048016
"2020-10-12","12009",0,0,1,0.585038972846515,219.376463402181,79.1,"0804",0.000839100705954148
"2020-10-19","12009",0,0,1,0.585038972846515,219.376463402181,79.1,"0804",0.00114076087710295
"2020-10-26","12009",0,0,1,0.585038972846515,219.376463402181,79.1,"0804",0.00125691737978669
"2020-11-02","12009",0,0,1,0.585038972846515,219.376463402181,73.7,"0804",0.00156031123008003
"2020-11-09","12009",0,0,1,0.585038972846515,219.376463402181,73.7,"0804",0.00159845217125976
"2020-11-16","12009",0,0,1,0.585038972846515,219.376463402181,73.7,"0804",0.0016677993370411
"2020-11-23","12009",0,0,1,0.585038972846515,219.376463402181,73.7,"0804",0.00161232160441603
"2020-11-30","12009",0,0,1,0.585038972846515,219.376463402181,73.7,"0804",0.00196252479161177
"2020-12-07","12009",0,0,1,0.585038972846515,219.376463402181,60,"0804",0.00191398177556483
"2020-12-14","12009",0,0,1,0.585038972846515,219.376463402181,60,"0804",0.0022399134547371
"2020-12-21","12009",0,0,1,0.585038972846515,219.376463402181,60,"0804",0.00194692167931097
"2020-12-28","12009",1.3,0,1,0.585038972846515,219.376463402181,60,"0804",0.00259185032107738
"2021-01-04","12009",2.6,0,1,0.585038972846515,219.376463402181,60.9,"0804",0.00399439674900487
"2021-01-11","12009",4.6,0.1,1,0.585038972846515,219.376463402181,60.9,"0804",0.0037048723318678
"2021-01-18","12009",6.2,0.6,1,0.585038972846515,219.376463402181,60.9,"0804",0.00287097266334725
"2021-01-25","12009",8.2,1.5,1,0.585038972846515,219.376463402181,60.9,"0804",0.00278775606440965
"2021-02-01","12009",9.8,3,1,0.585038972846515,219.376463402181,67,"0804",0.00262305654567898
"2021-02-08","12009",12.2,4.7,1,0.585038972846515,219.376463402181,67,"0804",0.00200239941193603
"2021-02-15","12009",14.1,5.9,1,0.585038972846515,219.376463402181,67,"0804",0.00172327706966616
"2021-02-22","12009",14.9,6.9,1,0.585038972846515,219.376463402181,67,"0804",0.0017042065990763
"2021-03-01","12009",17.2,7.8,1,0.585038972846515,219.376463402181,69.1,"0804",0.00134706869530242
"2021-03-08","12009",19.6,11.6,1,0.585038972846515,219.376463402181,69.1,"0804",0.00139734539049389
"2021-03-15","12009",23,14,1,0.585038972846515,219.376463402181,69.1,"0804",0.00113035880223575
"2021-03-22","12009",27.3,15.4,1,0.585038972846515,219.376463402181,69.1,"0804",0.00125865105893122
"2021-03-29","12009",30.6,18,1,0.585038972846515,219.376463402181,69.1,"0804",0.00122917851347415
"2021-04-05","12009",34.8,20.8,1,0.585038972846515,219.376463402181,71.4,"0804",0.00147015991456429
"2021-04-12","12009",38.9,24.4,1,0.585038972846515,219.376463402181,71.4,"0804",0.00152043660975576
"2021-04-19","12009",41.2,27.5,1,0.585038972846515,219.376463402181,71.4,"0804",0.00162619103757229
"2021-04-26","12009",42.7,30.3,1,0.585038972846515,219.376463402181,71.4,"0804",0.00138000859904856
"2021-05-03","12009",44.2,33.7,1,0.585038972846515,219.376463402181,77.2,"0804",0.00101420229955202
