"week","county_fips","dose1_pct","fully_vacc_pct","Metro_status","conservative_pct","pop_density","temp","postal","cases_pcap"
"2020-03-16","45053",0,0,1,0.498124218424344,16.4421227158772,63.7,"3807",3.584229390681e-05
"2020-03-23","45053",0,0,1,0.498124218424344,16.4421227158772,63.7,"3807",7.16845878136201e-05
"2020-03-30","45053",0,0,1,0.498124218424344,16.4421227158772,63.7,"3807",0.00021505376344086
"2020-04-06","45053",0,0,1,0.498124218424344,16.4421227158772,64.5,"3807",0.00010752688172043
"2020-04-13","45053",0,0,1,0.498124218424344,16.4421227158772,64.5,"3807",0.00014336917562724
"2020-04-20","45053",0,0,1,0.498124218424344,16.4421227158772,64.5,"3807",0.00010752688172043
"2020-04-27","45053",0,0,1,0.498124218424344,16.4421227158772,64.5,"3807",7.16845878136201e-05
"2020-05-04","45053",0,0,1,0.498124218424344,16.4421227158772,71.1,"3807",0.00014336917562724
"2020-05-11","45053",0,0,1,0.498124218424344,16.4421227158772,71.1,"3807",3.584229390681e-05
"2020-05-18","45053",0,0,1,0.498124218424344,16.4421227158772,71.1,"3807",0.00043010752688172
"2020-05-25","45053",0,0,1,0.498124218424344,16.4421227158772,71.1,"3807",0.00014336917562724
"2020-06-01","45053",0,0,1,0.498124218424344,16.4421227158772,78,"3807",0.00017921146953405
"2020-06-08","45053",0,0,1,0.498124218424344,16.4421227158772,78,"3807",0.00025089605734767
"2020-06-15","45053",0,0,1,0.498124218424344,16.4421227158772,78,"3807",0.000788530465949821
"2020-06-22","45053",0,0,1,0.498124218424344,16.4421227158772,78,"3807",0.00161290322580645
"2020-06-29","45053",0,0,1,0.498124218424344,16.4421227158772,78,"3807",0.00204301075268817
"2020-07-06","45053",0,0,1,0.498124218424344,16.4421227158772,82.9,"3807",0.00311827956989247
"2020-07-13","45053",0,0,1,0.498124218424344,16.4421227158772,82.9,"3807",0.0025089605734767
"2020-07-20","45053",0,0,1,0.498124218424344,16.4421227158772,82.9,"3807",0.00297491039426523
"2020-07-27","45053",0,0,1,0.498124218424344,16.4421227158772,82.9,"3807",0.00311827956989247
"2020-08-03","45053",0,0,1,0.498124218424344,16.4421227158772,81.9,"3807",0.00318996415770609
"2020-08-10","45053",0,0,1,0.498124218424344,16.4421227158772,81.9,"3807",0.00136200716845878
"2020-08-17","45053",0,0,1,0.498124218424344,16.4421227158772,81.9,"3807",0.00111111111111111
"2020-08-24","45053",0,0,1,0.498124218424344,16.4421227158772,81.9,"3807",0.000860215053763441
"2020-08-31","45053",0,0,1,0.498124218424344,16.4421227158772,81.9,"3807",0.000716845878136201
"2020-09-07","45053",0,0,1,0.498124218424344,16.4421227158772,76.5,"3807",0.00103942652329749
"2020-09-14","45053",0,0,1,0.498124218424344,16.4421227158772,76.5,"3807",0.00139784946236559
"2020-09-21","45053",0,0,1,0.498124218424344,16.4421227158772,76.5,"3807",0.00139784946236559
