"week","county_fips","lag_cases","dose1_pct","fully_vacc_pct","Metro_status","conservative_pct","pop_density","temp","cases_pcap","next_cases_pcap"
"2020-03-23","13133",0,0,0,0,0.636525295634391,16.9081669198182,60.2,0.000117813383600377,0.000706880301602262
"2020-03-30","13133",2,0,0,0,0.636525295634391,16.9081669198182,60.2,0.000706880301602262,0.0015315739868049
"2020-04-06","13133",12,0,0,0,0.636525295634391,16.9081669198182,61.9,0.0015315739868049,0.00253298774740811
"2020-04-13","13133",26,0,0,0,0.636525295634391,16.9081669198182,61.9,0.00253298774740811,0.00312205466540999
"2020-04-20","13133",43,0,0,0,0.636525295634391,16.9081669198182,61.9,0.00312205466540999,0.00323986804901037
"2020-04-27","13133",53,0,0,0,0.636525295634391,16.9081669198182,61.9,0.00323986804901037,0.00335768143261074
"2020-05-04","13133",55,0,0,0,0.636525295634391,16.9081669198182,67.5,0.00335768143261074,0.00341658812441093
"2020-05-11","13133",57,0,0,0,0.636525295634391,16.9081669198182,67.5,0.00341658812441093,0.00377002827521206
"2020-05-18","13133",58,0,0,0,0.636525295634391,16.9081669198182,67.5,0.00377002827521206,0.00400565504241282
"2020-05-25","13133",64,0,0,0,0.636525295634391,16.9081669198182,67.5,0.00400565504241282,0.0045947219604147
"2020-06-01","13133",68,0,0,0,0.636525295634391,16.9081669198182,76.3,0.0045947219604147,0.00506597549481621
"2020-06-08","13133",78,0,0,0,0.636525295634391,16.9081669198182,76.3,0.00506597549481621,0.00518378887841659
"2020-06-15","13133",86,0,0,0,0.636525295634391,16.9081669198182,76.3,0.00518378887841659,0.00571394910461828
"2020-06-22","13133",88,0,0,0,0.636525295634391,16.9081669198182,76.3,0.00571394910461828,0.0061262959472196
"2020-06-29","13133",97,0,0,0,0.636525295634391,16.9081669198182,76.3,0.0061262959472196,0.00689208294062205
"2020-07-06","13133",104,0,0,0,0.636525295634391,16.9081669198182,82.4,0.00689208294062205,0.00948397737983035
"2020-07-13","13133",117,0,0,0,0.636525295634391,16.9081669198182,82.4,0.00948397737983035,0.0119580584354383
"2020-07-20","13133",161,0,0,0,0.636525295634391,16.9081669198182,82.4,0.0119580584354383,0.0146088595664467
"2020-07-27","13133",203,0,0,0,0.636525295634391,16.9081669198182,82.4,0.0146088595664467,0.0181432610744581
"2020-08-03","13133",248,0,0,0,0.636525295634391,16.9081669198182,80.6,0.0181432610744581,0.021265315739868
"2020-08-10","13133",308,0,0,0,0.636525295634391,16.9081669198182,80.6,0.021265315739868,0.0233270499528746
"2020-08-17","13133",361,0,0,0,0.636525295634391,16.9081669198182,80.6,0.0233270499528746,0.0255065975494816
"2020-08-24","13133",396,0,0,0,0.636525295634391,16.9081669198182,80.6,0.0255065975494816,0.0275683317624882
"2020-08-31","13133",433,0,0,0,0.636525295634391,16.9081669198182,80.6,0.0275683317624882,0.0283930254476909
"2020-09-07","13133",468,0,0,0,0.636525295634391,16.9081669198182,73.3,0.0283930254476909,0.0289820923656927
"2020-09-14","13133",482,0,0,0,0.636525295634391,16.9081669198182,73.3,0.0289820923656927,0.0295122525918944
"2020-09-21","13133",492,0,0,0,0.636525295634391,16.9081669198182,73.3,0.0295122525918944,0.0303958529688973
"2020-09-28","13133",501,0,0,0,0.636525295634391,16.9081669198182,73.3,0.0303958529688973,0.0345193213949105
"2020-10-05","13133",516,0,0,0,0.636525295634391,16.9081669198182,66.8,0.0345193213949105,0.0355207351555137
"2020-10-12","13133",586,0,0,0,0.636525295634391,16.9081669198182,66.8,0.0355207351555137,0.0363454288407163
"2020-10-19","13133",603,0,0,0,0.636525295634391,16.9081669198182,66.8,0.0363454288407163,0.0375824693685203
"2020-10-26","13133",617,0,0,0,0.636525295634391,16.9081669198182,66.8,0.0375824693685203,0.0389373232799246
"2020-11-02","13133",638,0,0,0,0.636525295634391,16.9081669198182,59.1,0.0389373232799246,0.0399387370405278
"2020-11-09","13133",661,0,0,0,0.636525295634391,16.9081669198182,59.1,0.0399387370405278,0.0417059377945335
"2020-11-16","13133",678,0,0,0,0.636525295634391,16.9081669198182,59.1,0.0417059377945335,0.0431786050895382
"2020-11-23","13133",708,0,0,0,0.636525295634391,16.9081669198182,59.1,0.0431786050895382,0.046241753063148
"2020-11-30","13133",733,0,0,0,0.636525295634391,16.9081669198182,59.1,0.046241753063148,0.0493049010367578
"2020-12-07","13133",785,0,0,0,0.636525295634391,16.9081669198182,45.4,0.0493049010367578,0.0556668237511781
"2020-12-14","13133",837,0,0,0,0.636525295634391,16.9081669198182,45.4,0.0556668237511781,0.0613807728557964
"2020-12-21","13133",945,0,0,0,0.636525295634391,16.9081669198182,45.4,0.0613807728557964,0.06874410933082
"2020-12-28","13133",1042,0,0,0,0.636525295634391,16.9081669198182,45.4,0.06874410933082,0.0771088595664468
"2021-01-04","13133",1167,0,0,0,0.636525295634391,16.9081669198182,45.8,0.0771088595664468,0.0822337417530632
"2021-01-11","13133",1309,0,0,0,0.636525295634391,16.9081669198182,45.8,0.0822337417530632,0.0857092365692743
"2021-01-18","13133",1396,5.6,0.3,0,0.636525295634391,16.9081669198182,45.8,0.0857092365692743,0.0904806786050895
"2021-01-25","13133",1455,9.2,0.7,0,0.636525295634391,16.9081669198182,45.8,0.0904806786050895,0.094073986804901
"2021-02-01","13133",1536,11.4,1.5,0,0.636525295634391,16.9081669198182,47.5,0.094073986804901,0.0970782280867107
"2021-02-08","13133",1597,13.2,3.7,0,0.636525295634391,16.9081669198182,47.5,0.0970782280867107,0.0990810556079171
"2021-02-15","13133",1648,15.1,6.1,0,0.636525295634391,16.9081669198182,47.5,0.0990810556079171,0.101024976437323
"2021-02-22","13133",1682,15.7,8.7,0,0.636525295634391,16.9081669198182,47.5,0.101024976437323,0.102085296889727
"2021-03-01","13133",1715,17,10.4,0,0.636525295634391,16.9081669198182,59.1,0.102085296889727,0.103440150801131
"2021-03-08","13133",1733,19.8,12.6,0,0.636525295634391,16.9081669198182,59.1,0.103440150801131,0.104264844486334
"2021-03-15","13133",1756,21.8,14.3,0,0.636525295634391,16.9081669198182,59.1,0.104264844486334,0.104677191328935
"2021-03-22","13133",1770,24.9,16.1,0,0.636525295634391,16.9081669198182,59.1,0.104677191328935,0.104853911404336
"2021-03-29","13133",1777,27.1,18,0,0.636525295634391,16.9081669198182,59.1,0.104853911404336,0.105442978322337
"2021-04-05","13133",1780,28.9,19.1,0,0.636525295634391,16.9081669198182,61.7,0.105442978322337,0.10638548539114
"2021-04-12","13133",1790,30.8,22,0,0.636525295634391,16.9081669198182,61.7,0.10638548539114,0.107033459000943
"2021-04-19","13133",1806,31.3,23.8,0,0.636525295634391,16.9081669198182,61.7,0.107033459000943,0.107386899151744
"2021-04-26","13133",1817,32,25.7,0,0.636525295634391,16.9081669198182,61.7,0.107386899151744,0.107975966069746
"2021-05-03","13133",1823,32.7,27.7,0,0.636525295634391,16.9081669198182,68.8,0.107975966069746,0.108447219604147
"2021-05-10","13133",1833,33.1,28.6,0,0.636525295634391,16.9081669198182,68.8,0.108447219604147,0.108565032987747
"2021-05-17","13133",1841,33.6,29.3,0,0.636525295634391,16.9081669198182,68.8,0.108565032987747,0.108682846371348
"2021-05-24","13133",1843,33.8,29.6,0,0.636525295634391,16.9081669198182,68.8,0.108682846371348,0.108682846371348
"2021-05-31","13133",1845,34.7,31.3,0,0.636525295634391,16.9081669198182,68.8,0.108682846371348,0.108682846371348
"2021-06-07","13133",1845,34.8,31.4,0,0.636525295634391,16.9081669198182,76.9,0.108682846371348,0.108682846371348
"2021-06-14","13133",1845,35.1,31.9,0,0.636525295634391,16.9081669198182,76.9,0.108682846371348,0.108859566446748
"2021-06-21","13133",1845,35.3,32.2,0,0.636525295634391,16.9081669198182,76.9,0.108859566446748,0.108859566446748
"2021-06-28","13133",1848,36.2,33.1,0,0.636525295634391,16.9081669198182,76.9,0.108859566446748,0.108918473138549
"2021-07-05","13133",1848,36.4,33.2,0,0.636525295634391,16.9081669198182,80,0.108918473138549,0.109095193213949
"2021-07-12","13133",1849,36.6,33.4,0,0.636525295634391,16.9081669198182,80,0.109095193213949,0.109919886899152
"2021-07-19","13133",1852,37,33.6,0,0.636525295634391,16.9081669198182,80,0.109919886899152,0.111274740810556
"2021-07-26","13133",1866,37.9,34.1,0,0.636525295634391,16.9081669198182,80,0.111274740810556,0.114278982092366
"2021-08-02","13133",1889,38.6,34.3,0,0.636525295634391,16.9081669198182,80.7,0.114278982092366,0.120581998114986
"2021-08-09","13133",1940,39.2,34.6,0,0.636525295634391,16.9081669198182,80.7,0.120581998114986,0.130124882186616
"2021-08-16","13133",2047,40.4,35.3,0,0.636525295634391,16.9081669198182,80.7,0.130124882186616,0.137723845428841
"2021-08-23","13133",2209,41.1,35.8,0,0.636525295634391,16.9081669198182,80.7,0.137723845428841,0.142789820923657
"2021-08-30","13133",2338,41.9,36.5,0,0.636525295634391,16.9081669198182,80.7,0.142789820923657,0.14685438265787
"2021-09-06","13133",2424,42.4,37,0,0.636525295634391,16.9081669198182,73.2,0.14685438265787,0.150683317624882
"2021-09-13","13133",2493,43.1,37.8,0,0.636525295634391,16.9081669198182,73.2,0.150683317624882,0.153393025447691
"2021-09-20","13133",2558,43.5,38.4,0,0.636525295634391,16.9081669198182,73.2,0.153393025447691,0.155042412818096
"2021-09-27","13133",2604,43.8,38.8,0,0.636525295634391,16.9081669198182,73.2,0.155042412818096,0.155867106503299
