"week","county_fips","is_metro","dose1_pct","fully_vacc_pct","conservative_pct","pop_density","temp","cases_pcap"
"2020-12-07","29009",0,0,0,0.808116425182716,17.6085490274008,39.5,0.00239483841884315
"2020-12-14","29009",0,0,0,0.808116425182716,17.6085490274008,39.5,0.00233848927957625
"2020-12-21","29009",0,0,0,0.808116425182716,17.6085490274008,39.5,0.00160595046910658
"2020-12-28","29009",0,0,0,0.808116425182716,17.6085490274008,39.5,0.00185952159580762
"2021-01-04","29009",0,0,0,0.808116425182716,17.6085490274008,37.7,0.00276110782407799
"2021-01-11","29009",0,0,0,0.808116425182716,17.6085490274008,37.7,0.00278928239371144
"2021-01-18","29009",0,2.5,0.4,0.808116425182716,17.6085490274008,37.7,0.0013242047727721
"2021-01-25","29009",0,3.3,0.8,0.808116425182716,17.6085490274008,37.7,0.00101428450680416
"2021-02-01","29009",0,4.5,1.3,0.808116425182716,17.6085490274008,36.8,0.000957935367537261
"2021-02-08","29009",0,5.1,1.8,0.808116425182716,17.6085490274008,36.8,0.000450793114135182
"2021-02-15","29009",0,7.5,2.4,0.808116425182716,17.6085490274008,36.8,0.000507142253402079
"2021-02-22","29009",0,8.9,3.1,0.808116425182716,17.6085490274008,36.8,0.000450793114135182
"2021-03-01","29009",0,12.5,4.1,0.808116425182716,17.6085490274008,48.8,0.000225396557067591
"2021-03-08","29009",0,15.9,4.8,0.808116425182716,17.6085490274008,48.8,0.019017834502578
"2021-03-15","29009",0,19.3,7.1,0.808116425182716,17.6085490274008,48.8,0.000169047417800693
"2021-03-22","29009",0,22.6,9,0.808116425182716,17.6085490274008,48.8,0.000140872848167244
"2021-03-29","29009",0,24.6,13.8,0.808116425182716,17.6085490274008,48.8,0.000140872848167244
"2021-04-05","29009",0,25.8,17.9,0.808116425182716,17.6085490274008,54.9,0.000197221987434142
"2021-04-12","29009",0,27.6,20.2,0.808116425182716,17.6085490274008,54.9,-0.000929760797903812
"2021-04-19","29009",0,28.3,21.9,0.808116425182716,17.6085490274008,54.9,0.000169047417800693
"2021-04-26","29009",0,29.2,23.4,0.808116425182716,17.6085490274008,54.9,0.000281745696334489
"2021-05-03","29009",0,29.7,24.5,0.808116425182716,17.6085490274008,65.5,0.000169047417800693
"2021-05-10","29009",0,30.4,25.5,0.808116425182716,17.6085490274008,65.5,0.000197221987434142
"2021-05-17","29009",0,31.2,26.3,0.808116425182716,17.6085490274008,65.5,0.000338094835601386
"2021-05-24","29009",0,31.7,26.8,0.808116425182716,17.6085490274008,65.5,0.000281745696334489
"2021-05-31","29009",0,32,27.3,0.808116425182716,17.6085490274008,65.5,0.000676189671202772
"2021-06-07","29009",0,32.3,27.8,0.808116425182716,17.6085490274008,75.9,0.000591665962302426
"2021-06-14","29009",0,32.6,28.3,0.808116425182716,17.6085490274008,75.9,0.000929760797903812
"2021-06-21","29009",0,33.1,28.8,0.808116425182716,17.6085490274008,75.9,0.00146507762093934
"2021-06-28","29009",0,33.8,29.1,0.808116425182716,17.6085490274008,75.9,0.00160595046910658
"2021-07-05","29009",0,34.4,29.4,0.808116425182716,17.6085490274008,75.2,0.00231031470994281
"2021-07-12","29009",0,35.8,29.8,0.808116425182716,17.6085490274008,75.2,0.00307102809004592
"2021-07-19","29009",0,37,30.3,0.808116425182716,17.6085490274008,75.2,0.00315555179894627
"2021-07-26","29009",0,38.4,30.8,0.808116425182716,17.6085490274008,75.2,0.00278928239371144
"2021-08-02","29009",0,39.7,31.6,0.808116425182716,17.6085490274008,75.6,0.00343729749528076
"2021-08-09","29009",0,40.9,32.7,0.808116425182716,17.6085490274008,75.6,0.0023666638492097
"2021-08-16","29009",0,41.8,33.7,0.808116425182716,17.6085490274008,75.6,0.00180317245654073
"2021-08-23","29009",0,42.8,35.1,0.808116425182716,17.6085490274008,75.6,0.00250753669737695
"2021-08-30","29009",0,43.2,36,0.808116425182716,17.6085490274008,75.6,0.00228214014030936
"2021-09-06","29009",0,43.7,36.9,0.808116425182716,17.6085490274008,72.7,0.00194404530470797
